geoid,total_count,total_tested,race_White_count,race_White_tested,race_Asian_count,race_Asian_tested,race_Hispanic_count,race_Hispanic_tested,race_Black_count,race_Black_tested,race_NH/PI*_count,race_NH/PI*_tested,race_AI/AN**_count,race_AI/AN**_tested,race_unkown_count,race_unkown_tested,race_other_count,race_other_tested,age_<20_count,age_<20_tested,age_20-29_count,age_20-29_tested,age_30-39_count,age_30-39_tested,age_40-49_count,age_40-49_tested,age_50-59_count,age_50-59_tested,age_60-69_count,age_60-69_tested,age_70-79_count,age_70-79_tested,age_80+_count,age_80+_tested,age_Unknown_count,age_Unknown_tested,gender_male_count,gender_male_tested,gender_female_count,gender_female_tested,gender_unkown_count,gender_unkown_tested
1760647,1528,13434,0,10,108,777,269,3645,251,3159,250,1783,277,1532,178,1247,112,777,83,504,153,2848,65,530,323,6355,45,456,14,173,925,3042,0,18,0,12,754,5853,754,7214,20,367
1760653,591,7479,0,19,67,411,88,1044,62,724,96,1085,94,1288,95,1409,54,894,35,605,14,263,409,3604,135,3412,0,82,12,31,17,82,0,0,0,0,267,2938,302,3870,22,671
1760461,67,849,0,0,7,38,7,70,0,67,9,84,22,174,8,176,8,158,0,82,6,74,37,292,19,460,0,17,0,0,0,0,0,0,0,0,31,351,35,489,0,9
1760452,268,3038,0,0,13,166,49,502,57,494,46,490,48,521,32,517,10,226,13,121,83,882,33,158,109,1740,8,113,7,38,26,96,0,0,0,11,135,1389,132,1610,0,39
1760805,248,2446,0,0,11,127,46,399,27,318,36,313,30,386,37,468,23,250,38,184,41,550,59,295,101,1475,12,33,0,14,33,77,0,0,0,0,108,1019,138,1392,0,35
1760441,241,2937,0,0,12,183,53,517,39,427,43,484,44,512,27,429,15,255,8,126,89,1055,21,77,91,1590,0,100,0,11,33,98,0,0,0,0,120,1278,119,1616,0,43
1760070,282,2192,0,0,25,179,55,308,39,312,65,289,46,310,22,302,12,199,18,291,43,453,0,13,64,1255,12,63,7,34,151,369,0,0,0,0,142,859,136,1219,0,114
1760093,194,2374,0,0,30,349,24,250,38,382,33,336,40,424,11,291,9,192,9,148,105,1271,0,8,26,779,10,138,7,34,44,141,0,0,0,0,104,1090,86,1251,0,33
1760091,184,2760,0,9,21,379,17,265,24,308,28,384,33,517,21,374,17,292,23,232,125,1487,0,26,28,874,12,226,6,102,8,40,0,0,0,0,88,1222,96,1495,0,43
1760631,376,5521,0,0,8,224,52,893,43,531,53,992,61,991,36,715,44,416,79,758,210,1941,9,40,84,2926,12,276,14,58,45,248,0,26,0,6,176,2815,198,2614,0,92
1760477,284,3920,0,0,12,207,48,590,58,566,45,544,52,682,36,639,17,406,16,284,114,1314,23,213,103,2185,11,87,16,53,14,61,0,0,0,0,121,1646,155,2190,8,84
1760120,1433,6914,0,0,130,661,246,1232,306,1470,300,1135,232,1165,110,671,52,305,57,272,120,752,37,180,412,4359,16,179,18,113,813,1324,16,0,0,0,679,2994,733,3696,21,224
1760131,375,2528,0,0,40,177,74,466,54,393,82,438,63,446,43,364,8,135,11,109,78,746,0,41,81,924,16,120,10,40,182,636,0,20,0,0,184,1141,187,1356,0,31
1760534,198,1559,0,0,18,144,40,250,45,262,36,246,22,231,20,199,10,146,6,79,46,513,6,52,40,569,20,127,0,7,83,289,0,0,0,0,94,718,103,802,0,39
1760203,39,628,0,0,8,91,0,58,0,74,6,146,11,81,6,99,0,55,0,23,17,279,0,38,11,217,0,50,0,25,0,19,0,0,0,0,17,270,21,352,0,6
1760464,65,1099,0,0,7,51,6,74,9,118,13,95,14,131,0,212,0,177,6,241,28,490,0,8,28,538,0,33,0,10,6,20,0,0,0,0,30,442,35,639,0,18
1760546,177,3561,0,6,20,250,35,530,26,391,30,527,26,552,25,474,11,297,0,534,69,1659,14,121,33,1144,10,154,6,41,43,435,0,6,0,0,81,1232,94,2177,0,152
1760010,190,3858,0,0,21,356,25,348,28,439,14,477,37,693,25,625,15,460,25,458,90,1314,0,16,76,2340,0,63,8,70,9,47,0,0,0,0,99,1599,90,2200,0,59
1760126,380,5803,0,0,40,592,41,754,47,666,61,835,53,908,48,768,36,607,54,670,154,2545,19,107,109,2545,16,201,18,131,60,259,0,10,0,0,201,2624,175,3088,0,91
1760409,667,6260,0,7,50,426,119,882,104,761,138,1064,112,1163,94,1022,27,582,22,353,24,307,338,2284,210,3315,28,122,0,0,67,226,0,0,0,0,270,2480,391,3651,6,129
1760429,249,3069,0,0,17,179,36,362,32,333,39,404,48,525,33,622,20,395,24,248,19,183,163,1041,60,1805,0,21,0,0,0,14,0,0,0,0,104,1253,143,1785,0,31
1760603,8,162,0,0,0,9,0,27,0,22,0,31,0,38,0,22,0,10,0,0,0,42,0,16,0,64,0,11,0,13,0,16,0,0,0,0,0,74,0,85,0,0
1760640,908,11897,0,18,27,367,130,2389,95,1656,147,1595,148,1917,158,1712,93,1042,109,1201,264,3341,185,804,213,6435,42,398,58,358,142,535,0,18,0,8,454,5183,398,5570,56,1144
1760478,361,3460,0,0,13,209,48,401,39,389,55,512,57,604,58,645,49,465,42,235,26,145,247,1196,76,2056,0,29,0,7,6,22,0,0,0,0,150,1330,211,2071,0,59
1760443,401,3753,0,0,31,209,60,450,54,386,74,575,63,728,55,688,28,478,35,239,20,298,236,1359,124,2004,0,40,0,19,12,30,0,0,0,0,163,1395,213,2098,25,260
1760047,500,5182,0,0,43,410,32,529,31,544,50,591,61,837,59,694,74,610,150,963,313,1769,0,25,123,3035,8,88,9,124,44,137,0,0,0,0,221,1976,277,3133,0,73
1760448,184,2092,0,0,17,187,19,251,33,258,30,281,36,420,18,293,15,214,16,187,100,858,0,13,64,1135,0,41,0,15,10,30,0,0,0,0,89,889,92,1142,0,61
1760004,388,8625,0,143,33,578,55,1006,60,925,57,1026,61,1160,42,1157,26,812,50,1818,119,2639,9,150,152,5196,20,190,17,133,70,307,0,7,0,0,167,3154,193,4297,28,1174
1760090,847,5262,0,0,51,329,129,830,133,774,150,822,134,743,99,781,48,386,103,592,133,923,10,64,234,2916,37,249,31,206,397,891,0,8,0,0,417,2187,416,2923,14,152
1760089,346,4261,0,8,12,259,35,497,39,488,58,686,54,692,45,758,36,439,67,434,166,1664,0,43,67,1723,15,216,24,247,71,357,0,7,0,0,149,1600,196,2589,0,72
1760513,186,2840,0,0,10,190,37,460,26,348,37,434,35,413,27,430,0,258,11,305,58,1107,6,49,55,1261,20,147,0,21,46,253,0,0,0,0,87,1191,98,1522,0,127
1760076,559,5433,0,0,40,292,86,714,81,695,78,737,107,896,79,936,32,559,56,599,129,1252,47,227,97,2555,130,678,91,452,61,210,0,40,0,19,244,2359,310,2982,0,92
1760053,334,3275,0,0,11,147,56,526,35,374,45,406,56,488,70,506,30,415,31,408,91,828,15,46,81,1557,39,305,73,386,26,99,0,43,0,11,167,1342,167,1847,0,86
1760302,244,4755,0,0,14,352,34,701,31,575,44,705,38,756,29,671,26,561,28,434,87,1620,92,712,23,1999,12,216,8,51,22,148,0,6,0,0,107,1874,131,2807,6,74
1760304,87,2017,0,0,0,196,18,323,13,218,18,391,15,392,13,279,7,156,0,60,27,830,44,322,0,670,0,94,0,29,11,71,0,0,0,0,46,884,40,1105,0,28
1760192,72,1232,0,0,0,93,13,198,8,145,12,189,18,223,8,195,7,149,0,38,19,159,0,15,32,939,0,22,11,75,0,13,0,0,0,0,30,558,41,639,0,35
1760527,289,4482,0,0,14,238,23,461,44,452,38,516,44,637,33,742,33,620,60,812,136,1508,27,228,69,2264,18,174,21,154,16,135,0,15,0,0,127,1834,158,2509,0,139
1760164,551,4878,0,0,40,278,79,577,105,657,108,705,115,748,58,684,23,514,23,715,105,1157,6,72,137,2403,25,180,11,70,266,985,0,9,0,0,294,2066,247,2759,10,53
1760195,21,357,0,0,0,18,0,86,0,58,0,62,0,41,0,48,0,32,0,12,0,55,0,9,8,257,0,9,0,16,0,10,0,0,0,0,8,147,11,196,0,14
1760169,429,3784,0,6,33,217,87,679,77,551,62,570,83,594,37,481,17,295,33,391,53,394,13,71,187,2924,14,70,39,123,106,193,6,0,11,6,213,1481,204,2094,12,209
1760633,304,3073,0,9,16,149,43,380,43,336,56,492,60,627,43,659,30,288,12,133,24,364,57,324,141,1963,12,41,10,116,60,260,0,0,0,0,131,1341,146,1370,27,362
1760632,3365,13671,0,14,314,1322,647,2551,600,2930,716,2423,598,2236,298,1311,103,553,88,331,165,1129,88,268,649,6669,106,666,15,138,2340,4781,0,7,0,13,1684,6441,1612,6837,69,393
1760643,797,8978,0,11,25,422,99,1087,86,873,116,1373,160,1691,145,1763,73,1021,93,737,58,636,403,2676,275,5515,42,88,0,0,15,54,0,0,0,0,348,3859,416,4776,33,343
1760620,1216,11516,0,11,50,668,183,1440,141,1355,216,1681,244,2266,175,2063,124,1287,83,745,35,131,785,5073,318,6072,48,119,0,13,23,104,0,0,0,0,528,4651,654,6478,34,387
1760636,818,5227,0,0,57,458,136,827,135,787,138,749,129,964,93,750,77,445,53,243,10,76,493,2623,137,2080,15,84,0,0,161,358,0,0,0,0,375,2326,434,2823,9,78
1760609,1916,10794,0,18,188,910,358,1887,361,1967,372,1786,296,1637,198,1373,95,763,48,453,116,1132,279,1642,346,4842,65,286,11,131,1098,2750,0,0,0,6,924,4719,966,5166,26,909
1760619,1020,12290,0,12,51,693,136,1409,121,1380,186,1577,197,2343,175,2659,80,1391,74,826,13,87,821,6383,157,5629,14,118,0,10,11,57,0,0,0,0,405,4816,607,7254,8,220
1760605,235,3820,0,0,0,115,85,1235,49,755,33,513,28,435,22,425,9,232,6,107,67,945,37,403,78,1989,8,138,19,230,23,106,0,0,0,0,145,1920,89,1879,0,21
1760617,1284,12849,0,8,110,985,206,1714,212,1797,213,1821,220,2147,158,2000,93,1451,72,926,44,896,524,4343,406,6341,30,250,6,17,273,976,0,0,0,23,616,5562,655,7084,13,203
