geoid,total_count,total_tested,race_White_count,race_White_tested,race_Asian_count,race_Asian_tested,race_Black_count,race_Black_tested,race_Hispanic_count,race_Hispanic_tested,race_NH/PI*_count,race_NH/PI*_tested,race_AI/AN**_count,race_AI/AN**_tested,race_unkown_count,race_unkown_tested,race_other_count,race_other_tested,age_<20_count,age_<20_tested,age_20-29_count,age_20-29_tested,age_30-39_count,age_30-39_tested,age_40-49_count,age_40-49_tested,age_50-59_count,age_50-59_tested,age_60-69_count,age_60-69_tested,age_70-79_count,age_70-79_tested,age_80+_count,age_80+_tested,age_Unknown_count,age_Unknown_tested,gender_male_count,gender_male_tested,gender_female_count,gender_female_tested,gender_unkown_count,gender_unkown_tested
1762454,10,550,0,0,0,29,0,54,0,88,0,55,0,90,0,72,0,73,0,87,10,215,0,0,0,278,0,54,0,0,0,0,0,0,0,0,0,195,7,338,0,17
1762467,6,199,0,0,0,24,0,25,0,24,0,20,0,23,0,39,0,30,0,13,0,137,0,0,0,18,0,44,0,0,0,0,0,0,0,0,0,77,0,121,0,0
1762471,17,762,0,0,0,48,0,85,0,89,0,79,0,110,6,137,0,115,0,99,16,575,0,0,0,144,0,33,0,0,0,0,0,0,0,0,7,280,9,460,0,22
1762474,6,79,0,0,0,0,0,6,0,8,0,6,0,17,0,18,0,16,0,0,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,49,0,0
1762521,118,3124,0,0,0,190,15,418,12,435,9,363,11,497,19,412,18,378,32,427,71,1231,44,134,0,1690,0,39,0,10,0,17,0,0,0,0,46,978,72,2046,0,100
1762522,43,976,0,0,6,67,6,155,10,142,9,152,9,150,0,175,0,98,0,37,19,341,19,81,0,527,0,19,0,0,0,0,0,0,0,0,15,339,28,605,0,32
1762526,62,2385,0,0,9,144,17,351,9,308,11,284,6,319,0,426,0,298,0,255,21,1051,29,132,0,1123,0,39,0,6,9,33,0,0,0,0,20,782,42,1491,0,112
1762549,6,492,0,0,0,32,0,57,0,38,0,55,0,52,0,49,0,69,0,140,0,335,0,0,0,145,0,8,0,0,0,0,0,0,0,0,0,194,0,277,0,21
1762560,8,156,0,0,0,13,0,22,0,28,0,18,0,29,0,19,0,23,0,0,6,96,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,52,6,101,0,0
1762561,9,654,0,0,0,50,0,100,0,87,0,102,0,138,0,89,0,69,0,19,8,388,0,0,0,248,0,0,0,0,0,14,0,0,0,0,0,254,6,388,0,12
1762563,8,763,0,0,0,69,0,87,0,98,0,92,0,168,0,134,0,86,0,29,7,407,0,0,0,344,0,0,0,0,0,6,0,0,0,0,0,313,6,444,0,6
1762565,14,1072,0,0,0,59,0,119,0,130,0,99,0,149,6,140,0,133,0,239,14,918,0,0,0,132,0,18,0,0,0,0,0,0,0,0,0,301,11,754,0,17
1762568,37,1362,0,0,0,66,0,115,0,138,7,185,0,187,0,272,8,229,7,170,29,664,0,7,6,658,0,22,0,0,0,9,0,0,0,0,15,561,22,786,0,15
1762613,6,432,0,0,0,19,0,43,0,102,0,64,0,59,0,80,0,53,0,12,6,257,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,170,0,253,0,9
1762615,8,785,0,0,0,32,0,128,0,128,0,103,0,126,0,130,0,69,0,69,8,392,0,7,0,373,0,0,0,0,0,9,0,0,0,0,0,322,0,455,0,8
1762618,78,1150,0,0,0,120,22,235,20,215,16,179,9,153,6,91,0,90,0,66,22,455,7,15,6,350,0,47,0,0,40,277,0,0,0,0,35,458,42,624,0,68
1762626,7,1315,0,0,0,58,0,159,0,160,0,150,0,201,0,192,0,135,0,259,7,938,0,9,0,346,0,10,0,0,0,11,0,0,0,0,0,387,0,801,0,127
1762627,6,141,0,0,0,8,0,17,0,17,0,31,0,25,0,28,0,14,0,0,6,99,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,42,0,93,0,6
1762629,29,1998,0,0,0,175,0,273,7,353,6,318,8,325,0,246,0,159,0,149,24,1080,0,41,0,813,0,24,0,15,0,22,0,0,0,0,12,820,17,1154,0,24
1762650,112,3654,0,0,8,192,17,509,19,468,12,451,20,574,13,573,12,475,11,411,67,1578,15,86,17,1917,0,32,0,8,10,32,0,0,0,0,61,1224,46,1975,0,455
1762656,16,2608,0,0,0,172,0,338,0,322,0,287,6,371,0,367,0,349,0,402,14,1610,0,29,0,904,0,42,0,0,0,20,0,0,0,0,0,846,13,1676,0,86
1762664,11,381,0,0,0,25,0,59,0,54,0,31,0,56,0,58,0,36,0,62,11,265,0,0,0,108,0,0,0,0,0,0,0,0,0,0,7,126,0,240,0,15
1762675,14,843,0,0,0,47,0,99,0,106,0,89,0,153,0,132,0,114,0,102,13,520,0,0,0,301,0,10,0,0,0,8,0,0,0,0,9,344,0,484,0,15
1762677,6,351,0,0,0,22,0,53,0,52,0,53,0,58,0,61,0,28,0,24,6,195,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,158,0,185,0,8
1762681,12,484,0,0,0,25,0,54,0,62,0,66,0,65,0,78,0,58,0,76,6,296,6,0,0,163,0,9,0,0,0,14,0,0,0,0,6,198,6,263,0,23
1762684,71,1027,0,0,0,57,0,83,0,101,0,131,6,131,0,132,16,144,39,248,70,691,0,0,0,323,0,7,0,0,0,0,0,0,0,0,18,421,51,581,0,25
1762691,48,344,0,0,0,24,7,45,0,37,0,26,0,52,0,53,8,38,27,69,43,246,0,0,0,90,0,0,0,0,0,6,0,0,0,0,14,116,29,207,0,21
1762692,9,259,0,0,0,24,0,43,0,29,0,29,0,58,0,34,0,34,0,8,9,151,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,108,0,141,0,10
1762702,95,6491,0,0,11,348,18,879,19,920,17,831,13,1145,10,1116,6,663,0,587,46,3403,42,508,0,2416,0,73,0,16,0,73,0,0,0,0,26,2440,68,3857,0,194
1762703,85,4928,0,0,7,338,17,746,15,722,12,747,11,881,13,782,8,510,0,201,22,1780,59,761,0,2257,0,54,0,6,0,68,0,0,0,0,29,1913,56,2854,0,161
1762704,70,5830,0,0,0,317,16,974,13,922,11,729,9,910,10,970,0,693,0,315,39,2697,27,381,0,2550,0,97,0,30,0,68,0,0,0,0,25,2318,45,3382,0,130
1762707,21,1643,0,0,0,50,0,238,0,208,0,161,0,297,0,382,0,238,0,69,13,1104,8,42,0,465,0,6,0,0,0,21,0,0,0,0,11,1014,10,613,0,16
1762711,48,2994,0,0,0,143,16,327,0,247,0,285,11,406,0,483,0,466,9,635,32,1584,0,34,6,1276,0,49,0,18,0,31,0,0,0,0,26,1204,22,1720,0,70
1762712,14,1459,0,0,0,123,7,189,0,178,0,207,0,295,0,262,0,153,0,52,11,715,0,25,0,675,0,17,0,0,0,21,0,0,0,0,6,644,8,796,0,19
1762801,76,2402,0,0,0,136,11,278,13,360,11,328,19,426,16,435,0,243,0,192,40,1754,14,114,22,467,0,44,0,0,0,16,0,0,0,0,25,978,37,1320,14,104
1762808,7,104,0,0,0,9,0,16,0,15,0,21,0,19,0,8,0,8,0,8,0,84,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,38,0,63,0,0
1762812,20,807,0,0,11,72,0,75,0,94,0,107,0,118,0,152,0,125,0,64,9,393,0,0,9,396,0,9,0,0,0,8,0,0,0,0,6,255,0,386,9,166
1762832,25,1180,0,0,10,134,0,136,0,108,6,163,0,187,0,149,0,133,0,170,18,444,0,0,0,714,0,0,0,0,0,13,0,0,0,0,13,346,11,761,0,73
1762837,9,716,0,0,0,46,0,71,0,100,0,71,0,89,0,119,0,110,0,110,9,607,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,251,0,439,0,26
1762848,7,56,0,0,0,0,0,6,0,0,0,10,0,16,0,9,0,7,0,0,6,45,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,26,0,29,0,0
1762859,7,297,0,0,0,27,0,28,0,32,0,39,0,57,0,58,0,28,0,27,0,233,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,86,0,195,0,16
1762863,22,752,0,0,0,69,0,129,7,107,0,94,0,98,0,91,0,56,0,106,11,92,0,0,0,660,0,0,0,0,10,0,0,0,0,0,18,244,0,442,0,66
1762864,92,2093,0,0,6,152,8,267,0,236,6,266,7,295,0,301,11,275,44,298,49,1366,0,69,41,583,0,37,0,0,0,31,0,0,0,0,33,830,57,1178,0,85
1762881,9,735,0,0,0,46,0,78,0,115,0,98,0,125,0,134,0,88,0,51,8,599,0,0,0,112,0,16,0,0,0,0,0,0,0,0,0,271,6,454,0,10
1762882,15,243,0,0,0,17,6,40,0,36,0,42,0,28,0,48,0,22,0,10,12,191,0,0,0,40,0,6,0,0,0,0,0,0,0,0,7,93,8,144,0,6
1762896,10,1025,0,0,0,103,0,136,0,135,0,148,0,176,0,168,0,117,0,42,6,311,0,0,0,683,0,27,0,0,0,0,0,0,0,0,0,294,6,469,0,262
1762901,181,3009,0,8,19,267,60,730,22,458,21,299,15,318,22,306,7,252,15,371,53,1065,67,116,10,1668,0,45,0,14,48,101,0,0,0,0,91,1013,88,1425,0,571
1762902,22,465,0,0,0,26,0,67,0,62,0,62,0,85,7,98,0,48,0,16,10,162,0,7,0,275,0,0,0,0,8,20,0,0,0,0,13,173,9,199,0,93
1762905,6,113,0,0,0,6,0,23,0,21,0,9,0,31,0,12,0,7,0,0,0,43,0,0,0,31,0,0,0,0,0,37,0,0,0,0,0,51,0,49,0,13
1762906,92,1188,0,0,8,80,8,141,0,145,8,142,7,175,11,163,9,124,36,215,73,761,0,6,8,392,0,10,0,0,8,16,0,0,0,0,34,481,50,554,8,153
1762907,20,204,0,0,0,21,0,22,0,29,6,32,7,35,0,20,0,24,0,21,15,94,0,0,0,102,0,0,0,0,0,0,0,0,0,0,11,69,9,108,0,27
1762910,6,152,0,0,0,14,0,24,0,17,0,14,0,27,0,34,0,17,0,0,0,56,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,54,0,87,0,11
1762912,9,101,0,0,0,11,0,11,0,20,0,17,0,9,0,13,0,17,0,0,9,63,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,44,0,46,0,11
1762914,10,419,0,0,0,15,0,42,0,30,0,48,0,104,0,85,0,46,0,49,0,129,9,73,0,213,0,0,0,0,0,0,0,0,0,0,0,150,7,224,0,45
1762918,22,1057,0,0,0,72,0,121,0,158,0,148,10,165,0,127,0,90,0,176,13,447,0,0,8,596,0,0,0,0,0,0,0,0,0,0,0,312,12,461,7,284
1762920,71,498,0,0,6,49,9,61,6,57,8,64,12,95,14,91,11,63,0,18,34,266,0,0,9,131,0,6,0,0,27,95,0,0,0,0,37,206,28,250,6,42
1762939,10,250,0,0,0,22,0,23,0,26,0,42,0,31,0,41,0,43,0,22,9,113,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,82,0,107,0,61
1762946,7,717,0,0,0,56,0,84,0,76,0,87,0,124,0,110,0,116,0,64,0,337,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,212,0,338,0,167
1762948,29,1207,0,0,0,82,6,197,6,200,0,151,0,209,0,182,0,120,0,66,16,356,0,0,11,826,0,18,0,0,0,0,0,0,0,0,7,265,12,500,10,442
1762951,12,410,0,0,0,29,0,52,0,57,0,54,0,96,0,58,0,43,0,21,8,143,0,0,0,260,0,0,0,0,0,0,0,0,0,0,6,99,0,177,0,134
1762952,14,305,0,0,0,23,0,45,0,42,0,51,0,55,0,40,0,34,0,14,13,188,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,92,10,163,0,50
1762959,59,3307,0,6,6,167,11,358,0,505,9,438,13,516,7,496,0,440,0,381,27,1100,0,17,24,2140,0,33,0,0,0,13,0,0,0,0,18,1140,28,1460,13,707
1762960,8,891,0,0,0,64,0,84,0,83,0,106,0,138,0,134,0,128,0,153,6,287,0,11,0,583,0,7,0,0,0,0,0,0,0,0,0,338,0,521,0,32
1762966,105,1653,0,0,10,168,17,263,23,263,22,228,15,235,12,238,0,174,0,84,62,757,13,32,0,797,0,14,0,0,24,51,0,0,0,0,53,521,51,765,0,367
1762992,58,237,0,0,0,9,16,61,18,62,19,58,0,32,0,10,0,0,0,0,0,48,0,0,9,128,0,0,0,0,44,51,0,0,0,0,49,152,0,47,6,38
1762995,7,248,0,0,0,8,0,35,0,30,0,47,0,38,0,47,0,30,0,13,6,115,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,77,0,139,0,32
